year_region,CF_PV,perc_PV,CF_WT,perc_WT
SE32-1992,0.097339721,0.04,0.263819945,0.68
SE32-1993,0.094376619,0.02,0.260654384,0.67
SE32-1994,0.105531779,0.12,0.239748219,0.60
SE32-1995,0.093103026,0.02,0.275860685,0.71
SE32-1996,0.095659805,0.03,0.216256421,0.49
SE32-1997,0.102458679,0.08,0.279234247,0.72
SE32-1998,0.088681284,0.01,0.237606849,0.59
SE32-1999,0.095189981,0.03,0.234214795,0.57
SE32-2000,0.0872992,0.01,0.275341393,0.71
SE32-2001,0.095847986,0.03,0.234607397,0.57
SE32-2002,0.098338031,0.05,0.204567534,0.42
SE32-2003,0.09690714,0.04,0.229760411,0.55
SE32-2004,0.095751066,0.03,0.227036475,0.54
SE32-2005,0.090360581,0.01,0.244243836,0.61
SE32-2006,0.09420528,0.02,0.241626712,0.60
SE32-2007,0.091956684,0.01,0.247063014,0.63
SE32-2008,0.09212837,0.01,0.233736612,0.57
SE32-2009,0.091290848,0.01,0.20740863,0.44
SE32-2010,0.096801234,0.04,0.190823425,0.35
SE32-2011,0.097998975,0.04,0.259296438,0.67
SE32-2012,0.08459573,0.00,0.232776776,0.57
SE32-2013,0.099035333,0.05,0.232158082,0.56
SE32-2014,0.094012666,0.02,0.243478356,0.61
SE32-2015,0.090249492,0.01,0.276021781,0.71
SK01-1986,0.140889212,0.70,0.186506279,0.33
SK01-1987,0.126616672,0.57,0.211026027,0.46
SK01-1988,0.135914146,0.66,0.210192168,0.45
SK01-1989,0.135314306,0.65,0.173847945,0.26
SK01-1990,0.136300481,0.66,0.194748402,0.38
SK01-1991,0.135223098,0.65,0.179643151,0.29
SK01-1992,0.144282906,0.72,0.205242828,0.42
SK01-1993,0.13378568,0.64,0.205456507,0.43
SK01-1994,0.136011259,0.66,0.201649658,0.41
SK01-1995,0.1279013,0.58,0.211857078,0.46
SK01-1996,0.122660335,0.49,0.180408811,0.30
SK01-1997,0.139481366,0.69,0.193094406,0.37
SK01-1998,0.132936697,0.64,0.219122945,0.50
SK01-1999,0.130940226,0.62,0.200226256,0.40
SK01-2000,0.137445564,0.67,0.212508652,0.46
SK01-2001,0.130820197,0.62,0.198942808,0.39
SK01-2002,0.131748279,0.63,0.206869977,0.43
SK01-2003,0.150926406,0.77,0.180365411,0.30
SK01-2004,0.127316817,0.58,0.205682149,0.43
SK01-2005,0.134649081,0.65,0.188531393,0.34
SK01-2006,0.135064437,0.65,0.170553425,0.25
SK01-2007,0.139777461,0.69,0.20622968,0.43
SK01-2008,0.132554602,0.63,0.2058273,0.43
SK01-2009,0.130608483,0.61,0.18170137,0.30
SK01-2010,0.126315941,0.56,0.19152637,0.36
SK01-2011,0.145488776,0.73,0.175696804,0.27
SK01-2012,0.141362729,0.70,0.19738832,0.39
SK01-2013,0.124264282,0.53,0.193121347,0.37
SK01-2014,0.131877295,0.63,0.191965982,0.36
SK01-2015,0.136476192,0.67,0.194384132,0.37
SK02-1986,0.141958991,0.71,0.186506279,0.33
SK02-1987,0.129499163,0.60,0.211026027,0.46
SK02-1988,0.136854251,0.67,0.210192168,0.45
SK02-1989,0.134934361,0.65,0.173847945,0.26
SK02-1990,0.137121503,0.67,0.194748402,0.38
SK02-1991,0.136200913,0.66,0.179643151,0.29
SK02-1992,0.145929776,0.73,0.205242828,0.42
SK02-1993,0.13689942,0.67,0.205456507,0.43
SK02-1994,0.136157733,0.66,0.201649658,0.41
SK02-1995,0.129634446,0.61,0.211857078,0.46
SK02-1996,0.125196154,0.54,0.180408811,0.30
SK02-1997,0.142737342,0.71,0.193094406,0.37
SK02-1998,0.133807864,0.64,0.219122945,0.50
SK02-1999,0.130416799,0.61,0.200226256,0.40
SK02-2000,0.137997716,0.68,0.212508652,0.46
SK02-2001,0.131039402,0.62,0.198942808,0.39
SK02-2002,0.133338437,0.64,0.206869977,0.43
SK02-2003,0.151996748,0.78,0.180365411,0.30
SK02-2004,0.128618668,0.59,0.205682149,0.43
SK02-2005,0.135472282,0.66,0.188531393,0.34
SK02-2006,0.135611308,0.66,0.170553425,0.25
SK02-2007,0.141238168,0.70,0.20622968,0.43
SK02-2008,0.13362999,0.64,0.2058273,0.43
SK02-2009,0.132010292,0.63,0.18170137,0.30
SK02-2010,0.125667078,0.55,0.19152637,0.36
SK02-2011,0.146488315,0.74,0.175696804,0.27
SK02-2012,0.142578939,0.71,0.19738832,0.39
SK02-2013,0.123830172,0.52,0.193121347,0.37
SK02-2014,0.133007418,0.64,0.191965982,0.36
SK02-2015,0.138123421,0.68,0.194384132,0.37
SK03-1986,0.137261594,0.67,0.174913356,0.27
SK03-1987,0.127299619,0.58,0.152516553,0.17
SK03-1988,0.127949203,0.59,0.177980533,0.29
SK03-1989,0.127745042,0.58,0.13659726,0.10
SK03-1990,0.127360154,0.58,0.167413584,0.23
SK03-1991,0.124494412,0.53,0.136592922,0.10
SK03-1992,0.139052218,0.69,0.164490893,0.22
SK03-1993,0.13209341,0.63,0.168279338,0.24
SK03-1994,0.126840521,0.57,0.188354909,0.34
SK03-1995,0.12270633,0.50,0.18311153,0.31
SK03-1996,0.121554907,0.47,0.128835724,0.07
SK03-1997,0.133373404,0.64,0.149388356,0.15
SK03-1998,0.124999066,0.54,0.188112215,0.34
SK03-1999,0.123248614,0.51,0.176543265,0.28
SK03-2000,0.128821554,0.60,0.162939321,0.21
SK03-2001,0.121373303,0.47,0.17297363,0.26
SK03-2002,0.125519396,0.55,0.17312911,0.26
SK03-2003,0.142554156,0.71,0.140645548,0.12
SK03-2004,0.123958181,0.52,0.158952072,0.19
SK03-2005,0.12942015,0.60,0.134249543,0.09
SK03-2006,0.128433442,0.59,0.166175,0.23
SK03-2007,0.132877736,0.64,0.190156735,0.35
SK03-2008,0.121929671,0.48,0.164030624,0.21
SK03-2009,0.127162481,0.57,0.143233904,0.13
SK03-2010,0.120520924,0.45,0.143595434,0.13
SK03-2011,0.140366349,0.70,0.13283242,0.08
SK03-2012,0.135696881,0.66,0.156932946,0.19
SK03-2013,0.117054148,0.35,0.133207306,0.09
SK03-2014,0.121662574,0.47,0.128070776,0.07
SK03-2015,0.132488066,0.63,0.148338584,0.15
SK04-1986,0.141314267,0.70,0.174935274,0.27
SK04-1987,0.12827128,0.59,0.152517466,0.17
SK04-1988,0.125680283,0.55,0.177984859,0.29
SK04-1989,0.126284275,0.56,0.136597717,0.10
SK04-1990,0.127896116,0.58,0.167427169,0.23
SK04-1991,0.122791236,0.50,0.136596461,0.10
SK04-1992,0.137407838,0.67,0.164493511,0.22
SK04-1993,0.129790898,0.61,0.16829863,0.24
SK04-1994,0.128652223,0.60,0.188362443,0.34
SK04-1995,0.125778033,0.55,0.183114498,0.31
SK04-1996,0.123518406,0.51,0.128835724,0.07
SK04-1997,0.129323045,0.60,0.149393836,0.15
SK04-1998,0.12270709,0.50,0.188119178,0.34
SK04-1999,0.123234009,0.51,0.176552169,0.28
SK04-2000,0.133715312,0.64,0.162942737,0.21
SK04-2001,0.123514334,0.51,0.172974429,0.26
SK04-2002,0.126806056,0.57,0.173139384,0.26
SK04-2003,0.139131701,0.69,0.140647717,0.12
SK04-2004,0.123694044,0.52,0.158956512,0.19
SK04-2005,0.128129282,0.59,0.134252283,0.09
SK04-2006,0.125081775,0.54,0.166175,0.23
SK04-2007,0.131320039,0.62,0.190171233,0.35
SK04-2008,0.119163495,0.41,0.164036999,0.21
SK04-2009,0.128041373,0.59,0.143236986,0.13
SK04-2010,0.125180194,0.54,0.143596347,0.13
SK04-2011,0.141363322,0.70,0.13283516,0.09
SK04-2012,0.132823253,0.64,0.15693898,0.19
SK04-2013,0.120450717,0.44,0.133213014,0.09
SK04-2014,0.123542984,0.51,0.128071233,0.07
SK04-2015,0.130551099,0.61,0.148351256,0.15
UKC1-1986,0.103730598,0.09,0.401513356,0.95
UKC1-1987,0.0964442,0.03,0.280483105,0.73
UKC1-1988,0.104213157,0.10,0.337758538,0.87
UKC1-1989,0.108346008,0.15,0.338550571,0.87
UKC1-1990,0.104865644,0.11,0.400727397,0.95
UKC1-1991,0.099518507,0.05,0.319419863,0.83
UKC1-1992,0.110287928,0.19,0.368063525,0.92
UKC1-1993,0.094704353,0.02,0.339117466,0.87
UKC1-1994,0.101814932,0.07,0.387831164,0.94
UKC1-1995,0.111046978,0.20,0.351744749,0.89
UKC1-1996,0.096151559,0.03,0.330700592,0.86
UKC1-1997,0.103827997,0.09,0.294838584,0.77
UKC1-1998,0.096482251,0.03,0.367110616,0.92
UKC1-1999,0.105584086,0.12,0.356405023,0.90
UKC1-2000,0.101150749,0.07,0.332872837,0.86
UKC1-2001,0.104077176,0.09,0.301596233,0.79
UKC1-2002,0.101641499,0.07,0.308485274,0.80
UKC1-2003,0.115641933,0.31,0.28748379,0.75
UKC1-2004,0.104608042,0.10,0.322464139,0.84
UKC1-2005,0.101460313,0.07,0.3446879,0.88
UKC1-2006,0.105161906,0.11,0.319514726,0.83
UKC1-2007,0.106062596,0.12,0.328174087,0.85
UKC1-2008,0.097391711,0.04,0.352958789,0.89
UKC1-2009,0.104374611,0.10,0.317133676,0.83
UKC1-2010,0.104743589,0.11,0.256064954,0.66
UKC1-2011,0.109332546,0.17,0.316402511,0.82
UKC1-2012,0.10063588,0.06,0.297489071,0.78
UKC1-2013,0.095793548,0.03,0.329919635,0.85
UKC1-2014,0.1023417,0.08,0.309619406,0.81
UKC1-2015,0.106909102,0.14,0.354698973,0.90
UKC2-1986,0.103192168,0.09,0.4346129,0.98
UKC2-1987,0.097501798,0.04,0.313523402,0.82
UKC2-1988,0.102734826,0.08,0.369018215,0.92
UKC2-1989,0.107491169,0.14,0.369056279,0.92
UKC2-1990,0.102771022,0.08,0.425641667,0.97
UKC2-1991,0.100513049,0.06,0.347323858,0.88
UKC2-1992,0.109977532,0.18,0.398362705,0.95
UKC2-1993,0.094714191,0.02,0.370817352,0.92
UKC2-1994,0.103188348,0.09,0.422916667,0.97
UKC2-1995,0.10893454,0.16,0.387118607,0.94
UKC2-1996,0.095784586,0.03,0.374218921,0.92
UKC2-1997,0.103071739,0.08,0.32455274,0.84
UKC2-1998,0.095464735,0.03,0.399811073,0.95
UKC2-1999,0.104123985,0.10,0.386475342,0.94
UKC2-2000,0.101508778,0.07,0.354836635,0.90
UKC2-2001,0.102460197,0.08,0.333967466,0.86
UKC2-2002,0.100515788,0.06,0.339834589,0.87
UKC2-2003,0.114691589,0.29,0.320973516,0.84
UKC2-2004,0.103973107,0.09,0.354279599,0.90
UKC2-2005,0.100821871,0.06,0.381432991,0.93
UKC2-2006,0.104997346,0.11,0.346050457,0.88
UKC2-2007,0.1043406,0.10,0.355769635,0.90
UKC2-2008,0.097400518,0.04,0.385887978,0.94
UKC2-2009,0.105031297,0.11,0.344958676,0.88
UKC2-2010,0.103781636,0.09,0.293020434,0.77
UKC2-2011,0.108145272,0.15,0.339533105,0.87
UKC2-2012,0.099593306,0.05,0.327221767,0.85
UKC2-2013,0.094243672,0.02,0.367070662,0.92
UKC2-2014,0.100155169,0.06,0.336159932,0.87
UKC2-2015,0.106940654,0.14,0.380176484,0.93
UKD1-1986,0.097606482,0.04,0.487396918,1.00
UKD1-1987,0.096879418,0.04,0.355577968,0.90
UKD1-1988,0.097250093,0.04,0.417239185,0.97
UKD1-1989,0.100213934,0.06,0.418045776,0.97
UKD1-1990,0.094540854,0.02,0.474754338,1.00
UKD1-1991,0.095876392,0.03,0.3880379,0.94
UKD1-1992,0.101505335,0.07,0.450514913,0.99
UKD1-1993,0.091800703,0.01,0.410653539,0.96
UKD1-1994,0.093005563,0.02,0.479391096,1.00
UKD1-1995,0.104124389,0.10,0.430974658,0.98
UKD1-1996,0.093590531,0.02,0.407036544,0.96
UKD1-1997,0.097758653,0.04,0.371636073,0.92
UKD1-1998,0.091013213,0.01,0.452558562,0.99
UKD1-1999,0.096757848,0.04,0.440247374,0.98
UKD1-2000,0.098357202,0.05,0.409666439,0.96
UKD1-2001,0.100515027,0.06,0.369270662,0.92
UKD1-2002,0.097055288,0.04,0.39447637,0.94
UKD1-2003,0.112772928,0.24,0.373889612,0.92
UKD1-2004,0.101110499,0.07,0.393737933,0.94
UKD1-2005,0.097428341,0.04,0.410916438,0.96
UKD1-2006,0.099760295,0.05,0.388991667,0.94
UKD1-2007,0.101048547,0.07,0.393764155,0.94
UKD1-2008,0.090233525,0.01,0.432229736,0.98
UKD1-2009,0.097781273,0.04,0.40674863,0.96
UKD1-2010,0.104370417,0.10,0.306098288,0.80
UKD1-2011,0.101083623,0.07,0.405401142,0.96
UKD1-2012,0.092215066,0.01,0.375957081,0.93
UKD1-2013,0.092357501,0.02,0.410105137,0.96
UKD1-2014,0.096838432,0.04,0.397428425,0.95
UKD1-2015,0.098385494,0.05,0.428935845,0.97
UKD3-1986,0.097732444,0.04,0.389074144,0.94
UKD3-1987,0.096203282,0.03,0.280461187,0.73
UKD3-1988,0.095743255,0.03,0.334554702,0.86
UKD3-1989,0.102473444,0.08,0.320269007,0.84
UKD3-1990,0.097342153,0.04,0.381819064,0.93
UKD3-1991,0.097485201,0.04,0.308823002,0.81
UKD3-1992,0.10137714,0.07,0.34648446,0.88
UKD3-1993,0.092979922,0.02,0.326441039,0.85
UKD3-1994,0.096224034,0.03,0.380542409,0.93
UKD3-1995,0.107692901,0.15,0.337707363,0.87
UKD3-1996,0.09358112,0.02,0.313988502,0.82
UKD3-1997,0.097965236,0.04,0.298470947,0.78
UKD3-1998,0.0908514,0.01,0.36220742,0.91
UKD3-1999,0.100849492,0.06,0.354981792,0.90
UKD3-2000,0.096583394,0.03,0.336375398,0.87
UKD3-2001,0.099938006,0.06,0.288991781,0.75
UKD3-2002,0.098816781,0.05,0.316416324,0.83
UKD3-2003,0.112021379,0.22,0.290030879,0.75
UKD3-2004,0.098678172,0.05,0.314672928,0.82
UKD3-2005,0.099035112,0.05,0.3156996,0.82
UKD3-2006,0.099773916,0.06,0.314752568,0.82
UKD3-2007,0.101303239,0.07,0.312905137,0.81
UKD3-2008,0.094409565,0.02,0.351122951,0.89
UKD3-2009,0.097278961,0.04,0.318116267,0.83
UKD3-2010,0.107061174,0.14,0.231696404,0.56
UKD3-2011,0.103842103,0.09,0.333184532,0.86
UKD3-2012,0.096382215,0.03,0.300752846,0.79
UKD3-2013,0.097531439,0.04,0.316435845,0.83
UKD3-2014,0.101112908,0.07,0.317171747,0.83
UKD3-2015,0.101645099,0.07,0.349813813,0.89
UKD4-1986,0.101249495,0.07,0.389074144,0.94
UKD4-1987,0.101029924,0.07,0.280461187,0.73
UKD4-1988,0.101230821,0.07,0.334554702,0.86
UKD4-1989,0.106570517,0.13,0.320269007,0.84
UKD4-1990,0.10096136,0.06,0.381819064,0.93
UKD4-1991,0.100857087,0.06,0.308823002,0.81
UKD4-1992,0.105624178,0.12,0.34648446,0.88
UKD4-1993,0.09649067,0.03,0.326441039,0.85
UKD4-1994,0.098350694,0.05,0.380542409,0.93
UKD4-1995,0.110456445,0.19,0.337707363,0.87
UKD4-1996,0.097875516,0.04,0.313988502,0.82
UKD4-1997,0.100431631,0.06,0.298470947,0.78
UKD4-1998,0.094253213,0.02,0.36220742,0.91
UKD4-1999,0.103823747,0.09,0.354981792,0.90
UKD4-2000,0.100902991,0.06,0.336375398,0.87
UKD4-2001,0.104209226,0.10,0.288991781,0.75
UKD4-2002,0.101008611,0.07,0.316416324,0.83
UKD4-2003,0.115466836,0.31,0.290030879,0.75
UKD4-2004,0.104001054,0.09,0.314672928,0.82
UKD4-2005,0.103416099,0.09,0.3156996,0.82
UKD4-2006,0.103888143,0.09,0.314752568,0.82
UKD4-2007,0.104315553,0.10,0.312905137,0.81
UKD4-2008,0.094934871,0.03,0.351122951,0.89
UKD4-2009,0.099640805,0.05,0.318116267,0.83
UKD4-2010,0.108599102,0.16,0.231696404,0.56
UKD4-2011,0.105058176,0.11,0.333184532,0.86
UKD4-2012,0.096172065,0.03,0.300752846,0.79
UKD4-2013,0.098321932,0.05,0.316435845,0.83
UKD4-2014,0.102731462,0.08,0.317171747,0.83
UKD4-2015,0.104028727,0.09,0.349813813,0.89
UKD6-1986,0.105197292,0.11,0.389074144,0.94
UKD6-1987,0.10122357,0.07,0.280461187,0.73
UKD6-1988,0.103664095,0.09,0.334554702,0.86
UKD6-1989,0.109417697,0.17,0.320269007,0.84
UKD6-1990,0.104847557,0.11,0.381819064,0.93
UKD6-1991,0.104537362,0.10,0.308823002,0.81
UKD6-1992,0.107217868,0.14,0.34648446,0.88
UKD6-1993,0.098754241,0.05,0.326441039,0.85
UKD6-1994,0.10292368,0.08,0.380542409,0.93
UKD6-1995,0.115286307,0.30,0.337707363,0.87
UKD6-1996,0.099901378,0.06,0.313988502,0.82
UKD6-1997,0.103621182,0.09,0.298470947,0.78
UKD6-1998,0.097774518,0.04,0.36220742,0.91
UKD6-1999,0.106900562,0.13,0.354981792,0.90
UKD6-2000,0.102761079,0.08,0.336375398,0.87
UKD6-2001,0.106649524,0.13,0.288991781,0.75
UKD6-2002,0.107008634,0.14,0.316416324,0.83
UKD6-2003,0.117221176,0.36,0.290030879,0.75
UKD6-2004,0.104153316,0.10,0.314672928,0.82
UKD6-2005,0.104727244,0.10,0.3156996,0.82
UKD6-2006,0.10377434,0.09,0.314752568,0.82
UKD6-2007,0.106928193,0.14,0.312905137,0.81
UKD6-2008,0.101355969,0.07,0.351122951,0.89
UKD6-2009,0.104436644,0.10,0.318116267,0.83
UKD6-2010,0.111008904,0.20,0.231696404,0.56
UKD6-2011,0.109053053,0.16,0.333184532,0.86
UKD6-2012,0.101456208,0.07,0.300752846,0.79
UKD6-2013,0.102972898,0.08,0.316435845,0.83
UKD6-2014,0.10857724,0.16,0.317171747,0.83
UKD6-2015,0.10742651,0.14,0.349813813,0.89
UKD7-1986,0.10650983,0.13,0.519224201,1.00
UKD7-1987,0.104260683,0.10,0.398365297,0.95
UKD7-1988,0.107517544,0.14,0.461250342,0.99
UKD7-1989,0.111890092,0.22,0.446461073,0.99
UKD7-1990,0.107975253,0.15,0.508733333,1.00
UKD7-1991,0.106932977,0.14,0.42201484,0.97
UKD7-1992,0.110310225,0.19,0.47892418,1.00
UKD7-1993,0.102047669,0.07,0.445069863,0.99
UKD7-1994,0.104564695,0.10,0.520016096,1.00
UKD7-1995,0.117143216,0.35,0.469332991,1.00
UKD7-1996,0.105723426,0.12,0.432930442,0.98
UKD7-1997,0.105271705,0.11,0.414845091,0.96
UKD7-1998,0.100274283,0.06,0.506771005,1.00
UKD7-1999,0.110304147,0.19,0.486230708,1.00
UKD7-2000,0.105733295,0.12,0.460979508,0.99
UKD7-2001,0.110741726,0.19,0.408510502,0.96
UKD7-2002,0.108130666,0.15,0.437851484,0.98
UKD7-2003,0.118899209,0.40,0.412842123,0.96
UKD7-2004,0.109809932,0.18,0.43647689,0.98
UKD7-2005,0.107949806,0.15,0.441616438,0.98
UKD7-2006,0.109019164,0.16,0.436314498,0.98
UKD7-2007,0.111205866,0.20,0.429990297,0.98
UKD7-2008,0.103938939,0.09,0.481281307,1.00
UKD7-2009,0.106208271,0.13,0.448884361,0.99
UKD7-2010,0.114757821,0.29,0.332883447,0.86
UKD7-2011,0.111353067,0.21,0.466818836,1.00
UKD7-2012,0.104738717,0.11,0.425007172,0.97
UKD7-2013,0.106512886,0.13,0.439660502,0.98
UKD7-2014,0.110184965,0.18,0.43962032,0.98
UKD7-2015,0.111947844,0.22,0.474833562,1.00
UKE1-1986,0.110249249,0.18,0.443555137,0.98
UKE1-1987,0.103734016,0.09,0.332984132,0.86
UKE1-1988,0.109149343,0.16,0.386502846,0.94
UKE1-1989,0.116672377,0.34,0.36744532,0.92
UKE1-1990,0.114302982,0.28,0.422284132,0.97
UKE1-1991,0.109361386,0.17,0.362662785,0.91
UKE1-1992,0.115493502,0.31,0.399957536,0.95
UKE1-1993,0.102994346,0.08,0.385692808,0.93
UKE1-1994,0.11134157,0.21,0.425485731,0.97
UKE1-1995,0.119604645,0.42,0.403090753,0.95
UKE1-1996,0.105714937,0.12,0.385471425,0.93
UKE1-1997,0.107754534,0.15,0.33998653,0.87
UKE1-1998,0.103995284,0.09,0.416700342,0.96
UKE1-1999,0.116450967,0.33,0.394571005,0.94
UKE1-2000,0.109010331,0.16,0.394654713,0.94
UKE1-2001,0.112192626,0.22,0.360155137,0.91
UKE1-2002,0.110908712,0.20,0.364129566,0.91
UKE1-2003,0.123927256,0.52,0.336324315,0.87
UKE1-2004,0.111611579,0.21,0.371560109,0.92
UKE1-2005,0.109500772,0.17,0.392915183,0.94
UKE1-2006,0.110584299,0.19,0.369144977,0.92
UKE1-2007,0.11345959,0.25,0.373494635,0.92
UKE1-2008,0.108234126,0.15,0.40352311,0.95
UKE1-2009,0.11394943,0.27,0.357814954,0.90
UKE1-2010,0.113716685,0.26,0.317739498,0.83
UKE1-2011,0.117455904,0.36,0.368999772,0.92
UKE1-2012,0.108855286,0.16,0.350106557,0.89
UKE1-2013,0.10890299,0.16,0.374564498,0.92
UKE1-2014,0.112490534,0.23,0.363146461,0.91
UKE1-2015,0.115184642,0.30,0.39118653,0.94
UKE2-1986,0.104255194,0.10,0.398835274,0.95
UKE2-1987,0.098932882,0.05,0.280811986,0.73
UKE2-1988,0.103781075,0.09,0.337910633,0.87
UKE2-1989,0.109363242,0.17,0.326076256,0.85
UKE2-1990,0.105039289,0.11,0.391819292,0.94
UKE2-1991,0.101017844,0.07,0.316973059,0.83
UKE2-1992,0.109595822,0.17,0.36164811,0.91
UKE2-1993,0.096732742,0.03,0.340049429,0.87
UKE2-1994,0.102902142,0.08,0.385146918,0.93
UKE2-1995,0.113225192,0.25,0.345918037,0.88
UKE2-1996,0.09642747,0.03,0.324154485,0.84
UKE2-1997,0.102834856,0.08,0.295476484,0.77
UKE2-1998,0.096666274,0.03,0.366640297,0.91
UKE2-1999,0.107030839,0.14,0.355532877,0.90
UKE2-2000,0.102190027,0.08,0.344610997,0.88
UKE2-2001,0.105081449,0.11,0.305467922,0.80
UKE2-2002,0.102439237,0.08,0.311735274,0.81
UKE2-2003,0.117475624,0.36,0.28198516,0.73
UKE2-2004,0.104867763,0.11,0.322892987,0.84
UKE2-2005,0.10251999,0.08,0.333935845,0.86
UKE2-2006,0.104242523,0.10,0.320099658,0.84
UKE2-2007,0.108250059,0.15,0.328935959,0.85
UKE2-2008,0.098131248,0.04,0.354979281,0.90
UKE2-2009,0.104758444,0.11,0.31371484,0.82
UKE2-2010,0.107394213,0.14,0.25636016,0.66
UKE2-2011,0.109482959,0.17,0.323030251,0.84
UKE2-2012,0.100561894,0.06,0.305503415,0.80
UKE2-2013,0.098718608,0.05,0.322686644,0.84
UKE2-2014,0.103222252,0.09,0.314250342,0.82
UKE2-2015,0.107539435,0.15,0.352666324,0.89
UKE3-1986,0.105628132,0.12,0.34141153,0.88
UKE3-1987,0.099262275,0.05,0.232778311,0.57
UKE3-1988,0.103304219,0.09,0.284814208,0.74
UKE3-1989,0.113215268,0.25,0.266523059,0.69
UKE3-1990,0.109175361,0.17,0.331065068,0.86
UKE3-1991,0.104965767,0.11,0.265505365,0.69
UKE3-1992,0.108564564,0.16,0.297714709,0.78
UKE3-1993,0.100504736,0.06,0.285604566,0.74
UKE3-1994,0.103715211,0.09,0.323781393,0.84
UKE3-1995,0.116368385,0.33,0.288402511,0.75
UKE3-1996,0.099297367,0.05,0.272493852,0.70
UKE3-1997,0.103606862,0.09,0.249910502,0.64
UKE3-1998,0.098897412,0.05,0.303132078,0.79
UKE3-1999,0.110843312,0.20,0.299598059,0.78
UKE3-2000,0.103561235,0.09,0.291383538,0.76
UKE3-2001,0.106822168,0.13,0.250265411,0.64
UKE3-2002,0.105401019,0.11,0.262674429,0.68
UKE3-2003,0.118662818,0.40,0.233911416,0.57
UKE3-2004,0.105361637,0.11,0.268895947,0.69
UKE3-2005,0.104589994,0.10,0.271738014,0.70
UKE3-2006,0.105723279,0.12,0.267721461,0.69
UKE3-2007,0.110626703,0.19,0.273101256,0.71
UKE3-2008,0.102650379,0.08,0.298602117,0.78
UKE3-2009,0.108933863,0.16,0.260308904,0.67
UKE3-2010,0.107496713,0.14,0.20521758,0.42
UKE3-2011,0.114716251,0.29,0.271771233,0.70
UKE3-2012,0.104285195,0.10,0.252102345,0.64
UKE3-2013,0.102281871,0.08,0.268227283,0.69
UKE3-2014,0.107966465,0.15,0.264397945,0.68
UKE3-2015,0.111837667,0.22,0.296658333,0.77
UKE4-1986,0.102188045,0.08,0.389074144,0.94
UKE4-1987,0.097548242,0.04,0.280461187,0.73
UKE4-1988,0.100668538,0.06,0.334554702,0.86
UKE4-1989,0.110145337,0.18,0.320269007,0.84
UKE4-1990,0.104990939,0.11,0.381819064,0.93
UKE4-1991,0.101259105,0.07,0.308823002,0.81
UKE4-1992,0.106433638,0.13,0.34648446,0.88
UKE4-1993,0.097432111,0.04,0.326441039,0.85
UKE4-1994,0.099848824,0.06,0.380542409,0.93
UKE4-1995,0.112506233,0.23,0.337707363,0.87
UKE4-1996,0.095112953,0.03,0.313988502,0.82
UKE4-1997,0.099938275,0.06,0.298470947,0.78
UKE4-1998,0.094542897,0.02,0.36220742,0.91
UKE4-1999,0.106753191,0.13,0.354981792,0.90
UKE4-2000,0.100605974,0.06,0.336375398,0.87
UKE4-2001,0.105119341,0.11,0.288991781,0.75
UKE4-2002,0.100496465,0.06,0.316416324,0.83
UKE4-2003,0.115112621,0.30,0.290030879,0.75
UKE4-2004,0.103506408,0.09,0.314672928,0.82
UKE4-2005,0.101392444,0.07,0.3156996,0.82
UKE4-2006,0.103176963,0.09,0.314752568,0.82
UKE4-2007,0.106763307,0.13,0.312905137,0.81
UKE4-2008,0.097168739,0.04,0.351122951,0.89
UKE4-2009,0.104733018,0.10,0.318116267,0.83
UKE4-2010,0.106582072,0.13,0.231696404,0.56
UKE4-2011,0.111113446,0.20,0.333184532,0.86
UKE4-2012,0.100232674,0.06,0.300752846,0.79
UKE4-2013,0.098093344,0.04,0.316435845,0.83
UKE4-2014,0.104217986,0.10,0.317171747,0.83
UKE4-2015,0.107654247,0.15,0.349813813,0.89
UKF1-1986,0.107771682,0.15,0.389074144,0.94
UKF1-1987,0.100133888,0.06,0.280461187,0.73
UKF1-1988,0.103940216,0.09,0.334554702,0.86
UKF1-1989,0.113415284,0.25,0.320269007,0.84
UKF1-1990,0.110507763,0.19,0.381819064,0.93
UKF1-1991,0.105685377,0.12,0.308823002,0.81
UKF1-1992,0.109641227,0.17,0.34648446,0.88
UKF1-1993,0.102260804,0.08,0.326441039,0.85
UKF1-1994,0.106055829,0.12,0.380542409,0.93
UKF1-1995,0.117146549,0.35,0.337707363,0.87
UKF1-1996,0.102259457,0.08,0.313988502,0.82
UKF1-1997,0.106903917,0.14,0.298470947,0.78
UKF1-1998,0.100822751,0.06,0.36220742,0.91
UKF1-1999,0.111543765,0.21,0.354981792,0.90
UKF1-2000,0.104835137,0.11,0.336375398,0.87
UKF1-2001,0.108845194,0.16,0.288991781,0.75
UKF1-2002,0.105801909,0.12,0.316416324,0.83
UKF1-2003,0.120363322,0.44,0.290030879,0.75
UKF1-2004,0.107220546,0.14,0.314672928,0.82
UKF1-2005,0.106219108,0.13,0.3156996,0.82
UKF1-2006,0.106532394,0.13,0.314752568,0.82
UKF1-2007,0.110727171,0.19,0.312905137,0.81
UKF1-2008,0.104002992,0.09,0.351122951,0.89
UKF1-2009,0.109226677,0.17,0.318116267,0.83
UKF1-2010,0.109363421,0.17,0.231696404,0.56
UKF1-2011,0.113952202,0.27,0.333184532,0.86
UKF1-2012,0.103479038,0.09,0.300752846,0.79
UKF1-2013,0.102996991,0.08,0.316435845,0.83
UKF1-2014,0.109625951,0.17,0.317171747,0.83
UKF1-2015,0.111804925,0.22,0.349813813,0.89
